NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Moore County, Tennessee",0500000US47127,6323,43.1,5977,114,26,4,0,80,2899,2423,1979,444,1221,0,0,5,107,367,742,134500,10,6127,841,24113,58,45950,4329,1946,8,3790,3759,3288,497,47,127
"Morgan County, Tennessee",0500000US47129,21796,39.9,20558,559,57,46,0,82,8858,7930,6495,1435,3104,44,129,90,372,519,1950,84600,13,19213,3986,17373,70,37130,17181,4369,115,14230,13917,12446,821,47,129
"Obion County, Tennessee",0500000US47131,31870,41.1,27771,3280,49,66,0,295,14674,12669,8900,3769,8835,152,141,46,818,1250,6428,88600,35,31248,5055,21274,205,39671,21572,9402,78,19306,18477,16958,2236,47,131
"Overton County, Tennessee",0500000US47133,21940,41.7,21411,212,3,42,0,0,10233,9004,7218,1786,4192,125,61,95,330,662,2919,88800,66,21641,4278,18489,132,34108,16363,5390,79,13144,12839,11513,1388,47,133
"Perry County, Tennessee",0500000US47135,7834,43.4,7469,210,0,0,73,19,4572,3240,2338,902,2365,12,35,162,129,381,1646,79900,0,7645,1750,17083,16,31857,5311,2424,67,4684,4632,4092,456,47,135
"Pickett County, Tennessee",0500000US47137,5094,44.5,4986,19,0,0,0,0,3220,2288,1744,544,1030,0,21,15,99,120,775,93000,6,4955,807,19856,23,31157,3531,1531,15,3025,2952,2683,397,47,137
"Polk County, Tennessee",0500000US47139,16740,41.8,16360,45,86,0,0,17,7962,6486,5310,1176,3031,42,73,55,392,457,2012,101600,43,16438,2900,18199,35,36204,11392,5118,21,10192,9970,8985,937,47,139
"Putnam County, Tennessee",0500000US47141,71464,35.9,67240,1665,130,881,0,655,31526,27856,17944,9912,22904,378,356,481,1638,3029,17022,131600,145,68684,17134,19292,438,34305,46490,21410,333,45704,42777,34725,8330,47,141
"Rhea County, Tennessee",0500000US47143,31544,40.5,29690,736,36,84,0,584,14266,11949,8598,3351,8298,44,0,63,703,1268,6220,103800,48,30520,6208,17860,104,36934,20958,9763,110,19246,18515,16242,1652,47,143
"Roane County, Tennessee",0500000US47145,54162,44.6,51316,1339,111,266,40,109,25604,22457,17109,5348,12464,93,111,202,686,2190,9182,121300,54,53476,8113,24059,400,43129,36969,15967,328,32967,32275,29166,5168,47,145
"Robertson County, Tennessee",0500000US47147,65462,37.4,58292,4872,279,119,62,902,25886,24028,18493,5535,14866,95,156,408,904,2007,11296,153900,93,64789,8523,22937,414,50759,44357,18073,360,40859,38238,35682,5672,47,147
"Rutherford County, Tennessee",0500000US47149,257657,32.2,207420,32215,579,8011,109,4718,101495,94173,65001,29172,73576,279,183,283,3046,8119,61666,159600,230,250707,31886,24879,2061,54433,141583,96197,2980,169093,153003,137816,38745,47,149
"Scott County, Tennessee",0500000US47151,22195,37.2,21886,15,62,52,0,0,9864,8555,6526,2029,4632,51,22,333,393,1009,2824,78500,23,21783,5668,15212,13,29454,16818,5205,46,13580,13436,11756,1244,47,151
"Sequatchie County, Tennessee",0500000US47153,14033,40.6,13580,18,38,0,3,199,6257,5323,4138,1185,3116,8,0,19,300,793,1996,115400,8,13814,2487,19318,89,33536,10491,3238,94,8530,8333,7432,1172,47,153
"Sevier County, Tennessee",0500000US47155,88996,40.9,85190,693,279,860,0,779,54620,37218,25482,11736,27090,153,361,427,1177,3930,21042,158700,146,87982,11882,22600,602,42569,45508,38741,711,55731,51811,48266,7325,47,155
"Shelby County, Tennessee",0500000US47157,925673,34.3,387654,478250,1612,21608,236,22067,397580,340394,206995,133399,343675,1583,2895,4782,17427,44999,271989,136200,1623,906191,181942,25470,13921,46102,567652,295967,6354,584600,529728,491373,147063,47,157
"Smith County, Tennessee",0500000US47159,19121,39.2,18033,469,84,72,0,144,8480,7013,5386,1627,3959,79,0,128,368,586,2798,117100,17,18910,3249,21294,89,43580,14444,4379,121,11889,11655,10402,1333,47,159
"Stewart County, Tennessee",0500000US47161,13196,42.8,12418,224,144,153,0,182,6741,5215,4283,932,2015,0,18,115,212,171,1499,108500,51,13070,2207,21723,30,42771,6740,6089,132,7919,7794,6962,963,47,161
"Sullivan County, Tennessee",0500000US47163,156466,43.2,149029,2839,496,952,27,1001,73592,66554,49753,16801,36180,351,203,893,2726,6380,25627,115700,208,153391,25337,23536,1531,40572,93085,60237,612,95342,92593,83673,18380,47,163
"Sumner County, Tennessee",0500000US47165,158554,38.4,142153,10711,621,1834,8,1432,65197,60112,44004,16108,39003,49,77,534,1738,5310,31295,171800,282,156685,15567,27212,1980,55211,89854,61595,1363,98773,93392,86377,21558,47,165
"Tipton County, Tennessee",0500000US47167,60462,36.9,47194,11065,215,433,259,396,23091,21578,15867,5711,14557,160,2,105,823,2431,11036,137400,58,59288,9071,22062,210,50869,42156,16615,710,37374,36210,32091,4635,47,167
"Trousdale County, Tennessee",0500000US47169,7808,38.3,6835,612,36,156,0,87,3363,2805,2228,577,1630,0,0,14,243,261,1112,112500,16,7626,1134,20973,82,44163,5422,2273,7,4841,4722,4224,645,47,169
"Unicoi County, Tennessee",0500000US47171,18283,44.6,17732,185,56,0,0,206,8818,7437,5419,2018,4929,33,75,32,387,916,3486,115200,99,17959,3711,20753,101,35265,12567,5133,36,11060,10490,9781,1176,47,171
"Union County, Tennessee",0500000US47173,19152,40.1,18760,13,23,91,99,48,8938,7334,5841,1493,3501,28,16,34,297,705,2421,92200,39,18897,4125,16423,59,31535,15118,3792,79,11963,11786,10393,724,47,173
"Van Buren County, Tennessee",0500000US47175,5518,43.6,5394,49,0,16,0,0,2660,2066,1763,303,716,9,12,33,35,87,540,75800,11,5430,1182,17872,30,31155,4473,1027,5,3437,3403,2977,291,47,175
"Warren County, Tennessee",0500000US47177,39678,38.4,37099,1159,36,243,0,574,17754,15292,11119,4173,10123,85,55,74,1085,1587,7237,90500,30,39152,8427,19035,226,35575,29312,8213,203,24098,22113,21005,2659,47,177
"Washington County, Tennessee",0500000US47179,121458,39.3,112637,4692,325,1398,3,342,56563,50523,33542,16981,36321,207,235,424,2183,4302,28970,142900,177,117505,20287,24742,1641,42104,73324,43127,908,78631,74615,64918,19754,47,179
"Wayne County, Tennessee",0500000US47181,16999,41.3,15825,860,8,0,0,95,7267,5927,5004,923,2363,20,43,43,308,338,1611,70300,26,14655,3057,15466,30,33630,10254,6349,155,11011,10449,9483,712,47,181
"Weakley County, Tennessee",0500000US47183,34692,36.9,30849,2756,113,465,11,142,15509,13958,9126,4832,10843,168,21,50,622,866,9116,84400,21,32509,6625,19647,280,33932,23790,10028,73,22617,21647,16693,3351,47,183
"White County, Tennessee",0500000US47185,25720,41.1,24633,442,99,11,0,115,11449,9824,7507,2317,5669,78,63,136,585,495,4312,100400,69,25453,5296,18196,129,34642,17917,7414,116,15476,15144,13408,1721,47,185
"Williamson County, Tennessee",0500000US47187,179601,38.2,162048,7822,174,5017,86,1661,67537,64011,52624,11387,27122,175,117,517,1384,3213,21716,336900,2086,178666,9785,41558,8132,89063,78024,88724,1900,109962,100725,99240,54276,47,187
"Wilson County, Tennessee",0500000US47189,112151,39.1,100509,7435,279,1110,140,1329,44802,42183,34152,8031,19322,30,117,199,1413,2218,15345,190900,386,110784,9404,28110,1406,61400,67768,39471,1028,70667,67465,62416,16791,47,189
"Anderson County, Texas",0500000US48001,58192,38.7,42895,12411,415,338,73,1284,20022,15992,11447,4545,12989,108,26,189,682,2513,9471,82900,20,48476,9101,18487,315,40577,42874,11251,460,39109,34485,33314,3593,48,001
"Andrews County, Texas",0500000US48003,14500,34.5,12500,207,376,107,0,970,5757,5193,4225,968,2769,0,16,11,73,429,2240,87500,9,14338,2444,29126,237,51598,9297,3214,65,8560,4956,7106,1022,48,003
"Angelina County, Texas",0500000US48005,86033,35.9,66773,13153,301,744,0,3780,35442,31048,21286,9762,25942,173,170,432,1698,4531,18938,82900,62,82954,15298,20779,531,39325,65289,13499,653,51320,41848,43357,6678,48,005
"Aransas County, Texas",0500000US48007,23243,47.5,21398,234,104,337,0,376,15199,10134,7779,2355,5480,0,0,52,278,621,4529,125100,89,22779,4020,26288,310,44129,14538,7122,182,13126,10495,11475,2735,48,007
"Archer County, Texas",0500000US48009,9013,42.2,8670,73,52,64,0,85,4094,3262,2662,600,1711,9,9,64,76,228,1325,101200,9,8899,1168,25895,86,53113,6874,1779,39,5396,5014,4666,932,48,009
"Armstrong County, Texas",0500000US48011,1929,43.9,1853,11,3,0,2,51,897,676,540,136,373,8,9,7,20,19,310,96700,0,1839,204,24510,12,56538,1422,419,8,1060,1020,916,252,48,011
"Atascosa County, Texas",0500000US48013,44553,35.8,35393,261,297,162,0,6929,17488,14940,11417,3523,9899,63,19,220,1079,2362,6156,81600,74,44158,7827,19216,260,43261,35811,5693,311,26159,14487,22262,2809,48,013
"Austin County, Texas",0500000US48015,28150,39.7,23768,2764,62,15,0,1069,12734,10502,8043,2459,6204,3,161,312,417,588,4723,152600,145,27943,2596,27055,421,52510,20386,4839,170,16586,13290,14216,3000,48,015
"Bailey County, Texas",0500000US48017,7079,30.7,6391,202,12,0,0,474,2908,2414,1738,676,2014,0,20,52,144,190,1608,70700,0,6999,1343,17505,17,41106,4368,1801,0,4000,2500,3125,660,48,017
"Bandera County, Texas",0500000US48019,20424,48.1,19269,197,74,89,12,565,11426,8377,6639,1738,4419,67,16,25,602,716,2993,139200,114,20162,3507,23666,186,45595,13358,6195,126,12273,10679,11132,2401,48,019
"Bastrop County, Texas",0500000US48021,73368,38.1,59881,6063,581,493,23,5012,28930,25522,20041,5481,15064,53,56,604,809,2712,10830,119800,81,70707,10044,23584,534,52882,48451,16622,795,45817,33850,40285,6577,48,021
"Baylor County, Texas",0500000US48023,3770,50.4,3620,24,0,6,0,101,2930,1723,1350,373,845,0,26,0,13,58,748,62800,10,3678,582,23968,55,37159,3356,327,10,2013,1913,1832,542,48,023
"Bee County, Texas",0500000US48025,31916,34.8,21094,3367,78,225,0,6332,10688,8507,5613,2894,7737,127,14,176,296,1712,5412,67700,58,23211,4793,13681,183,39247,25993,4310,172,21536,13051,17814,1485,48,025
"Bell County, Texas",0500000US48027,302946,29.6,202827,63151,1908,8617,2100,10057,123358,102547,59057,43490,119251,144,287,842,3322,11511,103145,117500,229,292706,43223,22945,2157,49466,140663,120492,16735,190451,155388,151429,32011,48,027
"Bexar County, Texas",0500000US48029,1686452,32.7,1237586,122717,12580,38835,2114,224978,654580,590364,363477,226887,567070,3010,3288,9721,32558,68136,450357,121200,1925,1647714,281706,23866,19572,48083,1072428,363430,35200,1056071,571078,868597,230638,48,029
"Blanco County, Texas",0500000US48031,10267,45.4,9542,104,222,20,0,264,5403,4009,3225,784,1763,13,21,9,81,270,1369,165500,128,10073,811,27698,175,46457,7336,2109,71,6175,5219,5494,1455,48,031
"Borden County, Texas",0500000US48033,620,41.7,618,0,2,0,0,0,401,266,157,109,319,0,5,0,42,147,125,78300,0,620,0,40060,30,59643,551,45,6,329,301,295,82,48,033
"Bosque County, Texas",0500000US48035,18118,45.0,16976,291,142,3,0,386,9575,6833,5284,1549,4454,26,22,24,291,781,3310,87200,56,17554,2671,22383,122,44744,13962,2986,124,10208,8764,9050,1263,48,035
"Bowie County, Texas",0500000US48037,91903,37.3,64651,21627,749,644,217,1804,38410,33324,22429,10895,27567,309,512,442,2658,4372,19274,91600,24,87609,16080,22718,861,43210,57764,30664,527,56575,51881,48467,9143,48,037
"Brazoria County, Texas",0500000US48039,307695,35.0,231490,36739,1386,16082,74,15870,116744,103919,78290,25629,65639,93,437,854,3403,8345,52507,143900,211,295632,31672,28533,5171,67018,200008,68061,2610,193030,141824,167606,46707,48,039
"Brazos County, Texas",0500000US48041,189858,24.1,143611,20684,670,9935,87,10833,76132,67612,31288,36324,85971,95,33,453,1987,7450,75953,145900,216,173896,51724,21292,2348,37161,128220,35862,1624,137770,107195,77086,31090,48,041
"Brewster County, Texas",0500000US48043,9088,40.6,7909,110,121,123,13,657,5323,4066,2433,1633,3540,7,0,50,315,452,2716,106700,12,8832,1230,26265,79,39615,6003,2460,77,5854,3546,4676,1546,48,043
"Briscoe County, Texas",0500000US48045,1718,42.5,1617,12,1,14,5,2,961,656,527,129,314,5,0,2,15,152,140,43300,0,1718,393,17828,2,34130,1265,308,16,994,774,857,123,48,045
"Brooks County, Texas",0500000US48047,7297,34.8,6219,13,0,59,0,991,3321,2671,1707,964,2547,11,40,168,181,188,1959,45200,24,7191,2846,14193,0,19936,6536,411,3,3945,1133,3225,400,48,047
"Brown County, Texas",0500000US48049,38136,39.2,34444,1651,263,84,11,906,18219,13412,9667,3745,9605,57,93,98,366,1470,7521,83300,79,35731,6097,20892,277,39965,29293,7071,219,22463,20264,18704,2860,48,049
"Burleson County, Texas",0500000US48051,17109,40.8,13333,2103,0,102,13,1334,8802,6490,5244,1246,3172,14,34,266,273,584,2001,88000,58,16758,2237,21922,72,42679,12755,2827,242,10051,8666,8787,913,48,051
"Burnet County, Texas",0500000US48053,42606,43.5,40162,812,318,161,72,704,20616,16477,12091,4386,11603,14,53,105,570,1699,9162,141500,222,41578,5824,25011,459,48291,29136,10137,404,24858,20570,21827,4547,48,053
"Caldwell County, Texas",0500000US48055,37795,34.5,24650,2705,494,75,4,9034,13684,11464,7616,3848,11790,145,143,249,1425,1306,8522,103400,47,35326,7317,19227,261,43136,30042,5488,238,23393,15162,18906,2727,48,055
"Calhoun County, Texas",0500000US48057,21240,38.3,18641,538,19,604,0,512,11333,7936,5809,2127,5234,72,8,65,385,680,4024,90800,48,20958,3499,21751,157,44433,16278,2963,190,12404,8953,10650,1578,48,057
"Callahan County, Texas",0500000US48059,13497,41.7,12727,112,25,55,0,131,6516,5133,4298,835,2403,15,31,107,437,449,1364,75900,29,13354,1698,21680,32,45933,10529,2576,150,7878,7377,6890,1302,48,059
"Cameron County, Texas",0500000US48061,400332,30.4,359828,1929,710,2713,89,31017,141466,114881,78454,36427,122800,662,1064,2176,7974,21707,89217,76000,192,395940,138212,14183,1829,32156,256437,40065,3651,223548,52185,183987,28593,48,061
"Camp County, Texas",0500000US48063,12353,38.2,9751,2319,49,48,0,72,5637,4490,3044,1446,4303,69,0,156,708,313,3057,101100,5,12088,2247,19331,64,36998,8440,2403,56,7016,5590,6156,988,48,063
"Carson County, Texas",0500000US48065,6254,40.8,5905,105,49,10,7,133,2784,2347,2066,281,687,20,0,0,24,200,443,87000,0,6163,398,26287,49,60028,4763,1317,29,3565,3215,3185,769,48,065
"Cass County, Texas",0500000US48067,30284,43.7,24106,5223,192,123,33,201,14384,12086,8464,3622,8290,444,208,247,728,1313,5350,71600,41,29564,5586,20580,188,35592,21463,8170,118,17534,16853,15319,2048,48,067
"Castro County, Texas",0500000US48069,7919,33.5,6983,161,47,24,11,356,3172,2609,1962,647,2368,21,0,14,391,124,1818,68400,9,7814,1924,16684,33,36893,4930,1242,125,4365,1959,3632,561,48,069
"Chambers County, Texas",0500000US48071,33486,36.0,27544,2856,152,342,18,1670,13125,11482,9934,1548,4328,134,36,10,128,484,3536,148200,15,33096,2753,29237,360,72850,24690,6590,179,20637,17001,18019,3080,48,071
"Cherokee County, Texas",0500000US48073,50427,37.8,40772,7872,155,167,53,795,20740,16989,12401,4588,13423,158,59,211,1024,1981,9990,71000,58,47256,10517,18049,220,37758,38363,6960,153,30004,25068,25196,2986,48,073
"Childress County, Texas",0500000US48075,7069,31.6,5622,964,0,45,0,407,2796,2088,1552,536,1417,0,0,10,330,163,914,56000,0,5403,677,17567,60,47605,5620,1003,125,4620,3683,3580,561,48,075
"Clay County, Texas",0500000US48077,10839,44.5,10364,37,126,91,0,73,5152,4344,3708,636,1384,3,15,46,88,309,923,79900,14,10706,1111,25242,103,52868,8176,2459,96,6454,6246,5756,1204,48,077
"Cochran County, Texas",0500000US48079,3127,34.8,2412,163,71,1,0,400,1376,1090,859,231,666,0,13,58,18,162,415,37100,0,3025,491,17012,6,40513,2296,437,8,1769,932,1487,180,48,079
"Coke County, Texas",0500000US48081,3406,46.9,3253,37,13,9,0,62,2707,1378,986,392,881,0,0,10,64,121,686,63800,0,3177,432,20028,23,40000,2684,580,9,1787,1515,1539,229,48,081
"Coleman County, Texas",0500000US48083,8840,45.3,8280,217,28,0,0,136,5532,3568,2398,1170,3304,0,0,498,134,437,2235,63400,37,8667,2670,17503,40,27910,7183,1420,63,5026,4794,4267,646,48,083
"Collin County, Texas",0500000US48085,764424,34.8,573684,61981,3812,84816,501,20566,295490,276234,194135,82099,185911,142,393,854,4589,19201,160732,202000,1984,760751,55308,37825,26482,82758,349054,274206,9814,487969,357878,432421,218290,48,085
"Collingsworth County, Texas",0500000US48087,3036,36.4,2486,156,0,5,0,322,1621,1207,890,317,624,1,6,91,11,120,395,57200,6,2935,788,21100,44,38750,2023,692,4,1541,1001,1334,257,48,087
"Colorado County, Texas",0500000US48089,20792,42.6,16790,2863,57,91,8,827,10450,8069,6365,1704,4400,11,98,15,330,1067,2879,98200,114,20362,3207,23789,279,43252,16085,2774,51,11860,9242,10057,1793,48,089
"Comal County, Texas",0500000US48091,106111,42.4,96386,1726,713,735,0,3676,46304,40119,30343,9776,25111,156,160,175,925,3733,19962,196300,337,104778,9935,33181,2700,65521,67967,30476,1055,64670,52735,57147,18981,48,091
"Comanche County, Texas",0500000US48093,13878,42.5,12700,156,17,136,0,740,7233,5233,4105,1128,2913,56,32,91,229,340,2165,84000,57,13632,3191,18868,52,36326,10954,1829,28,7740,6008,6616,1448,48,093
"Concho County, Texas",0500000US48095,4074,40.0,3867,59,6,10,0,104,1626,965,778,187,400,0,15,9,66,159,151,66900,4,2742,596,18119,9,46528,2182,467,14,2938,1403,2736,322,48,095
"Cooke County, Texas",0500000US48097,38344,38.8,33828,1048,472,257,17,1920,16524,14442,10000,4442,11394,45,175,156,588,1648,8782,111300,75,37449,5100,23520,357,50176,25944,9072,238,22475,19113,18952,3566,48,097
"Coryell County, Texas",0500000US48099,74948,29.7,55205,12592,262,1488,642,1986,24948,20134,11858,8276,29428,7,57,133,1292,2773,25166,96600,74,65621,9244,19218,199,48920,35023,31494,3989,48735,41129,38526,5745,48,099
"Cottle County, Texas",0500000US48101,1693,46.5,1423,159,0,2,0,35,991,638,524,114,329,0,4,12,28,149,136,40900,0,1645,219,18700,10,39038,1450,182,4,865,711,761,132,48,101
"Crane County, Texas",0500000US48103,4246,36.3,3603,138,58,0,0,394,1579,1442,1119,323,933,0,0,44,66,187,636,56600,0,4131,799,18978,3,48648,2753,897,28,2488,1373,2106,297,48,103
"Crockett County, Texas",0500000US48105,3744,34.3,3530,0,0,1,0,180,1904,1301,726,575,1465,21,0,0,20,394,1030,53900,0,3651,657,20406,7,51522,2870,308,0,2235,1337,1951,125,48,105
"Crosby County, Texas",0500000US48107,6133,37.5,5309,224,5,19,0,462,2930,2115,1481,634,1922,116,10,64,129,266,1337,51700,6,6004,1648,16953,30,35655,5119,656,38,3310,2006,2880,357,48,107
"Culberson County, Texas",0500000US48109,2438,40.9,2242,12,33,0,0,142,1143,852,607,245,462,11,0,25,0,18,408,43700,0,2416,781,15760,7,37500,1722,317,0,1512,411,1338,247,48,109
"Dallam County, Texas",0500000US48111,6605,32.5,5172,109,80,60,0,989,2819,2172,1389,783,2521,0,19,35,218,71,2178,69800,4,6518,800,19836,47,47500,3750,1635,131,3999,2590,3281,326,48,111
"Dallas County, Texas",0500000US48113,2348702,32.4,1343347,513420,10460,117664,1226,309581,937789,840663,455397,385266,993255,2507,4611,9409,52102,133998,790628,129300,9653,2314847,422628,26617,42001,48942,1303738,485464,20397,1494794,893116,1259476,357997,48,113
"Dawson County, Texas",0500000US48115,13805,34.2,11738,1052,54,0,0,667,5241,4373,3246,1127,2755,9,8,29,112,547,2050,48100,32,11426,2350,15746,64,39454,11456,1301,74,8474,4822,7062,542,48,115
"Deaf Smith County, Texas",0500000US48117,19225,30.9,16604,178,112,68,66,1628,7075,6196,4029,2167,6543,88,56,205,493,1095,4606,78100,93,18911,3173,17372,51,41134,12932,2826,212,10850,4562,8953,1307,48,117
"Delta County, Texas",0500000US48119,5220,41.8,4587,412,110,10,0,20,2457,2023,1649,374,961,4,0,84,65,98,710,61400,4,5123,1036,20177,28,34710,3995,1104,7,2994,2856,2492,271,48,119
"Denton County, Texas",0500000US48121,648470,32.8,505389,52345,2537,41826,582,20750,250161,231355,153254,78101,179078,77,610,1245,4092,19229,153825,180400,808,635736,50388,33252,16510,72305,324915,225552,8401,425781,332320,358245,148002,48,121
"DeWitt County, Texas",0500000US48123,20052,42.6,14171,1961,58,50,12,3357,9155,7069,5388,1681,4574,19,0,245,560,684,3066,73100,31,18179,2679,22689,234,43380,17084,2367,57,11881,9199,10444,1399,48,123
"Dickens County, Texas",0500000US48125,2427,43.1,2035,120,5,4,0,241,1306,838,679,159,463,0,4,34,7,47,371,46900,23,1996,410,18017,26,35333,1938,383,0,1462,1191,1273,196,48,125
"Dimmit County, Texas",0500000US48127,9937,35.4,8705,16,0,115,0,1007,4340,3451,2435,1016,3127,23,0,36,175,843,2050,47700,7,9811,3238,14260,0,26730,7743,1160,182,5516,1049,4646,589,48,127
"Donley County, Texas",0500000US48129,3624,42.9,3362,194,2,22,21,18,2169,1318,923,395,1019,0,12,0,212,105,690,58600,3,3319,416,21545,23,44300,2714,802,38,2063,1927,1626,351,48,129
"Duval County, Texas",0500000US48131,11873,36.9,9538,214,52,0,6,2030,5532,3928,2850,1078,2833,66,0,66,484,260,1957,54900,35,11054,2515,16172,58,35144,10733,611,1,6843,1635,5643,446,48,131
"Eastland County, Texas",0500000US48133,18577,41.6,16785,430,87,7,18,875,10220,7105,5279,1826,3942,15,48,96,288,799,2696,66900,16,17576,3424,20078,131,34531,14706,3145,53,10671,9501,8789,1418,48,133
"Ector County, Texas",0500000US48135,135545,31.2,113334,5686,771,1024,70,10066,52631,48318,32305,16013,38794,105,466,975,2570,5068,29610,83100,65,132952,21537,24010,1537,50056,95649,21862,1274,82205,45926,66772,9091,48,135
"Edwards County, Texas",0500000US48137,2023,44.9,1922,3,0,0,0,98,1516,842,703,139,313,24,0,50,0,177,62,62800,23,1999,416,28820,27,43095,1503,323,40,1262,599,1030,208,48,137
"Ellis County, Texas",0500000US48139,146997,34.8,120093,12818,2423,962,109,7813,53570,49233,37497,11736,33647,56,187,586,1692,3934,27192,136600,153,144608,16455,26059,1903,62639,103931,30444,922,89820,71906,76535,16679,48,139
"El Paso County, Texas",0500000US48141,787410,31.2,622468,23694,3997,8124,705,110276,267068,247305,157199,90106,259815,1620,1798,5797,19597,39574,191429,108000,306,773335,193656,17618,4687,38259,434292,129290,15093,468932,111242,380822,81864,48,141
"Erath County, Texas",0500000US48143,37525,31.1,32314,398,269,218,30,3826,16751,14075,8446,5629,13492,13,48,141,448,2537,10305,116300,56,35721,6983,21825,392,40096,27026,6548,302,24569,20395,17057,4231,48,143
"Falls County, Texas",0500000US48145,17799,39.0,12144,4549,71,109,0,627,7720,5647,3963,1684,4676,15,31,219,397,674,3340,61200,2,15911,3761,15364,20,31543,14717,2192,12,10985,9169,9132,1090,48,145
"Fannin County, Texas",0500000US48147,33853,40.2,29675,2448,234,50,24,709,14123,11817,8735,3082,8324,306,13,250,644,1139,5972,84800,25,31565,4825,20153,185,44136,25630,6874,214,20636,18868,17725,2631,48,147
"Fayette County, Texas",0500000US48149,24397,46.0,21699,1695,16,163,0,612,13676,10517,8109,2408,5520,82,32,120,705,921,3660,133400,126,23719,3028,27499,321,47285,19157,3419,116,13729,11390,12160,2179,48,149
"Fisher County, Texas",0500000US48151,4067,43.8,3327,186,71,3,0,401,2282,1676,1253,423,995,7,0,25,99,288,576,54500,0,3969,539,24713,32,43724,3602,336,8,2192,1743,1931,335,48,151
"Floyd County, Texas",0500000US48153,6507,37.4,5743,165,9,15,0,362,3024,2571,1782,789,2207,4,6,143,161,345,1548,61800,0,6344,1381,18397,13,35967,5505,543,44,3467,1946,3043,600,48,153
"Foard County, Texas",0500000US48155,1286,43.0,1153,19,0,15,0,99,778,557,363,194,427,0,24,0,15,107,281,35300,18,1245,270,18840,0,31006,1024,207,9,702,570,624,156,48,155
"Fort Bend County, Texas",0500000US48157,565295,34.8,307725,121971,1620,95134,31,26998,189391,177980,142467,35513,103461,323,1047,1748,5048,14548,80747,175100,671,558055,46346,32924,18369,82571,289451,128742,5818,356483,216287,310921,131356,48,157
"Franklin County, Texas",0500000US48159,10633,41.6,9784,526,140,25,0,64,5737,3804,3076,728,2151,243,0,24,159,320,1405,103100,76,10413,1394,25657,154,47500,7691,2195,33,6033,5280,5039,1055,48,159
"Freestone County, Texas",0500000US48161,19573,41.1,14458,3460,121,30,0,1354,9213,6972,5386,1586,3435,10,48,11,165,346,2855,85000,32,18043,2535,22823,252,45816,15859,2784,8,11736,10423,10391,1465,48,161
"Frio County, Texas",0500000US48163,17090,31.8,14709,618,26,14,0,1584,5855,4745,3127,1618,5197,28,94,178,821,974,3102,50200,0,14658,3243,15413,45,37769,13991,1605,78,10774,3652,8662,696,48,163
"Gaines County, Texas",0500000US48165,17123,29.2,15499,193,288,38,52,658,6240,5367,3988,1379,3727,10,172,98,327,171,2949,78100,21,17012,3231,21869,225,47157,11358,2054,26,9763,4643,7948,1152,48,165
"Galveston County, Texas",0500000US48167,289658,37.2,226028,40477,1197,8665,116,7639,131558,107996,74342,33654,80487,332,712,1236,4707,10310,63190,144700,352,284311,37162,29936,5580,59645,182868,75713,2928,183203,148536,157960,45404,48,167
"Garza County, Texas",0500000US48169,6319,36.4,5325,313,23,0,0,326,2027,1631,1112,519,1449,0,25,0,80,437,907,58600,0,4019,904,13442,19,42883,3678,251,8,4372,1764,3868,361,48,169
"Gillespie County, Texas",0500000US48171,24524,49.4,23595,55,57,35,11,385,12557,10610,7974,2636,5797,57,17,72,560,674,4417,195700,163,23993,2180,28506,336,54843,16781,6047,139,13166,9993,11709,3070,48,171
"Glasscock County, Texas",0500000US48173,1179,41.8,1055,41,0,0,0,77,611,406,319,87,260,9,0,22,44,57,128,103700,0,1179,60,32692,13,72188,993,96,0,697,608,561,134,48,173
"Goliad County, Texas",0500000US48175,7188,44.3,5660,346,6,12,33,905,3702,2942,2371,571,1365,21,0,0,162,333,849,102000,0,6917,957,27310,97,51389,6061,923,53,4193,3263,3842,601,48,175
"Gonzales County, Texas",0500000US48177,19686,36.5,11846,1600,9,29,0,5896,8774,7075,4843,2232,6186,24,98,394,846,1441,3383,74300,25,19363,4322,19098,150,38623,15529,1366,112,11203,6219,9473,1193,48,177
"Gray County, Texas",0500000US48179,22628,38.2,19646,1138,137,106,0,1149,10185,8180,6255,1925,4741,116,17,96,375,943,3194,71400,13,20702,3032,21746,175,42845,15911,5236,87,13468,10847,11702,1460,48,179
"Grayson County, Texas",0500000US48181,119949,39.3,101064,6695,1514,1011,59,6109,53461,45878,31666,14212,34403,200,207,438,2623,4449,26486,102300,193,117008,16895,23818,1134,46993,80641,31697,1007,72565,65074,61544,12793,48,181
"Gregg County, Texas",0500000US48183,120728,35.4,86261,24514,620,1465,51,6181,49338,45290,28611,16679,40194,131,232,757,2470,4983,31621,114600,145,116532,19397,23734,1319,44608,81740,26996,920,73486,61712,60757,13003,48,183
"Grimes County, Texas",0500000US48185,26455,38.8,19489,4515,62,109,5,1740,10833,8433,6329,2104,5663,0,19,188,574,1514,3368,86000,54,23350,3647,19238,144,40509,19313,4813,217,16787,13888,14612,1523,48,185
