NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Nash County, North Carolina",0500000US37127,94385,41.2,50234,36659,624,919,16,6163,3722,42404,36678,23720,12958,30535,657,575,940,7342,18670,2351,120500,36,51,30,92224,16057,24106,1065,43804,70406,19457,475,57500,53345,49049,10382,37,127
"New Hanover County, North Carolina",0500000US37129,216430,38.4,175310,30589,636,2902,109,11574,2301,105579,89599,51589,38010,85093,511,660,1733,17010,55313,9866,215800,687,183,227,210024,37167,30375,4257,51232,108889,93787,2253,140440,129939,112664,43517,37,129
"Northampton County, North Carolina",0500000US37131,20628,48.2,8133,11843,104,44,13,413,129,11542,8670,5900,2770,6730,189,247,422,1995,3466,411,81000,34,14,0,19727,5616,18836,58,31543,15334,4954,58,12016,11719,10363,1266,37,131
"Onslow County, North Carolina",0500000US37133,185755,26.4,138029,27888,937,3531,423,21908,4817,75588,62633,32851,29782,78708,399,101,1406,9988,52810,14004,153300,134,24,86,172250,23890,22590,851,46786,64390,109661,4269,122674,109081,84017,16889,37,133
"Orange County, North Carolina",0500000US37135,139807,33.6,105093,16010,709,10261,30,11545,3067,56474,51728,31658,20070,45734,304,158,1217,6592,31835,5628,281700,639,72,172,129358,18713,37103,6143,61130,61523,58204,2284,95608,79583,69878,41689,37,135
"Pamlico County, North Carolina",0500000US37137,12892,50.4,9722,2374,148,25,102,453,232,7581,5308,4019,1289,3053,10,39,132,683,2001,188,147200,8,13,10,12191,1773,24332,92,43808,8288,4113,136,7454,6865,6509,1156,37,137
"Pasquotank County, North Carolina",0500000US37139,39909,37.8,23440,14580,77,637,115,1864,188,16922,14590,8700,5890,15565,252,62,527,2865,10424,1435,156400,5,0,8,37536,6521,22549,230,45750,22184,15634,478,25062,23321,20599,3904,37,139
"Pender County, North Carolina",0500000US37141,56358,42.7,43164,9219,243,199,42,3625,2188,27363,20534,15943,4591,12409,334,266,857,2980,6907,1065,160300,50,0,42,55126,10304,24031,568,46580,33044,20647,464,34042,31787,29810,7249,37,141
"Perquimans County, North Carolina",0500000US37143,13470,47.9,9880,3296,20,0,9,329,23,7025,5710,4369,1341,3223,175,21,59,944,1911,113,165000,20,9,2,13381,2208,25407,148,45208,7416,5661,72,7440,7246,6715,1150,37,143
"Person County, North Carolina",0500000US37145,39196,42.8,26918,10551,361,119,24,1605,504,18205,15474,10986,4488,11062,164,434,237,3107,6536,584,116000,1,3,9,38624,7127,22049,164,43297,29229,8716,282,23814,22624,20744,3284,37,145
"Pitt County, North Carolina",0500000US37147,175150,31.7,102061,60578,515,3012,36,10375,5048,76744,68804,35963,32841,77866,472,931,1672,14940,47775,12076,135000,140,22,37,168687,41412,24066,1887,42308,120715,44247,1912,116640,108460,83857,25983,37,147
"Polk County, North Carolina",0500000US37149,20324,51.3,18530,1084,45,30,8,1149,413,11497,8662,6321,2341,5432,114,24,231,1838,2950,275,208000,90,11,42,19990,2902,28175,238,47396,8593,10881,167,11201,10536,9907,2823,37,149
"Randolph County, North Carolina",0500000US37151,142588,41.1,123509,8752,637,1541,13,15468,5761,61310,54884,39725,15159,38722,375,429,1631,10598,21843,3846,118900,20,27,56,140911,23757,21731,627,43010,101839,30669,901,86014,76074,74517,11817,37,151
"Richmond County, North Carolina",0500000US37153,45710,40.0,28756,14473,933,157,0,2796,360,20999,18458,11865,6593,15356,374,185,478,4012,9014,1293,80500,21,8,24,44288,11443,19411,201,32526,35187,8715,196,27617,25796,23346,3351,37,153
"Robeson County, North Carolina",0500000US37155,134576,35.6,39500,32599,52120,948,114,11213,6261,52318,45914,29367,16547,47603,1249,1124,2439,12689,26805,3297,71000,146,7,71,131026,40313,16221,505,31298,108414,18875,831,82113,75528,67630,8619,37,155
"Rockingham County, North Carolina",0500000US37157,91898,44.1,69614,17041,477,491,85,5419,2263,43591,37503,25426,12077,28073,327,344,2283,7408,15733,1978,107200,55,0,28,90382,17517,21298,363,40003,66975,21349,491,55785,52377,48622,7062,37,157
"Rowan County, North Carolina",0500000US37159,138694,40.3,108360,22329,312,1252,11,11191,3933,60472,51454,34713,16741,44183,483,522,2434,12768,24972,3004,130500,82,31,38,134439,24142,22463,893,44494,96060,35478,821,84657,76694,72255,13077,37,159
"Rutherford County, North Carolina",0500000US37161,66701,44.1,56997,6893,325,346,5,2680,1386,33908,26490,19142,7348,19574,285,558,1025,4376,12300,1030,107600,65,4,7,65559,12668,19688,330,36144,48151,16234,310,39467,37652,34356,5648,37,161
"Sampson County, North Carolina",0500000US37163,63713,39.5,39660,16240,1219,296,11,11627,4477,27154,23451,16266,7185,18836,467,311,1060,4259,11228,1511,87900,16,3,8,62915,15207,19871,355,36742,47332,9815,366,37589,31298,32214,3977,37,163
"Scotland County, North Carolina",0500000US37165,35711,39.4,16249,13730,3777,286,8,977,519,15173,13120,8196,4924,12293,213,234,787,2894,6530,1635,83200,0,0,0,33282,10480,16192,63,30013,25719,9031,180,21639,20798,17973,2655,37,165
"Stanly County, North Carolina",0500000US37167,60610,42.1,51212,6369,208,1117,15,2345,497,27282,23588,16933,6655,16833,320,117,720,4111,9942,1623,129300,33,0,14,58626,10047,22103,252,44140,46680,11841,248,36725,34505,31209,5375,37,167
"Stokes County, North Carolina",0500000US37169,46453,45.1,43386,1932,271,143,15,1299,217,21868,19190,14807,4383,9814,345,79,345,1794,6308,943,120900,0,0,23,45853,7052,22013,126,42489,34157,11362,165,28327,27474,24852,4152,37,169
"Surry County, North Carolina",0500000US37171,72767,43.0,66972,2689,276,436,47,7222,1189,33625,28837,20861,7976,19475,528,381,838,5478,10920,1330,119300,97,15,51,71711,12801,21411,578,37345,50851,17392,681,42860,38683,37072,6106,37,171
"Swain County, North Carolina",0500000US37173,14234,40.7,9143,186,3952,52,0,673,136,8797,5425,3792,1633,4475,253,45,201,982,2328,666,121900,12,0,0,13990,3277,20256,101,33598,10137,3843,13,8270,7954,7077,1175,37,173
"Transylvania County, North Carolina",0500000US37175,33062,50.4,29879,1273,117,227,17,1024,1009,19366,13841,10526,3315,8042,11,177,298,2230,4187,1139,203100,117,26,105,32030,4598,25394,317,43918,16523,15022,181,18343,17450,15601,4249,37,175
"Tyrrell County, North Carolina",0500000US37177,4128,45.3,2302,1512,85,14,0,424,192,2048,1457,1097,360,1109,22,62,71,286,523,145,112400,0,0,0,3582,905,17042,17,32165,2857,1021,8,2582,2296,2289,174,37,177
"Union County, North Carolina",0500000US37179,217614,37.7,177613,25260,724,4880,23,23393,5052,76549,72304,57482,14822,45401,424,473,1534,12703,27038,3229,206000,607,159,270,214741,20772,31185,5888,67194,105948,89461,2451,131044,113234,112565,40679,37,179
"Vance County, North Carolina",0500000US37181,44508,40.5,19355,22162,752,213,10,3179,1207,19964,16653,9971,6682,17408,388,531,845,4834,9575,1235,96700,15,0,14,43667,11177,18703,261,32733,35265,7338,141,26501,24694,22410,2625,37,181
"Wake County, North Carolina",0500000US37183,998576,35.6,669687,205682,3405,62010,451,98800,30586,401178,373245,236794,136451,327880,916,1699,5717,59529,217453,42566,241600,1486,589,711,975560,105133,35752,30678,70620,436659,418947,13043,649148,537024,556382,291485,37,183
"Warren County, North Carolina",0500000US37185,20324,46.5,8046,10328,980,104,0,793,323,11771,7753,5426,2327,5942,139,133,386,1781,3102,401,95100,3,0,14,19283,4662,19563,121,33913,14679,4856,126,12065,11454,10033,1387,37,185
"Washington County, North Carolina",0500000US37187,12503,44.9,5815,6079,18,0,0,611,253,6420,5203,3374,1829,4674,119,129,65,1147,3045,169,82400,16,0,11,12342,2916,20423,74,33286,10156,2033,16,7109,6912,5994,489,37,187
"Watauga County, North Carolina",0500000US37189,52745,30.1,49587,632,170,452,21,1799,640,32983,20320,11955,8365,19828,98,93,379,2260,13877,3121,230700,95,54,67,47235,14797,22892,647,39443,30884,19935,388,38389,36588,22015,8652,37,189
"Wayne County, North Carolina",0500000US37191,124447,37.0,74099,38504,289,1538,14,13625,6004,53202,47013,28050,18963,49272,353,800,1608,13068,27025,6418,114200,82,0,23,121371,26475,21674,817,40457,81830,31110,2208,76560,66345,64076,12494,37,191
"Wilkes County, North Carolina",0500000US37193,68888,44.1,62792,2945,133,318,65,4071,1613,33046,27583,20625,6958,16925,277,362,1226,5060,8611,1389,119100,71,0,39,67731,14278,20145,391,34846,54448,11403,189,40512,38018,35205,5170,37,193
"Wilson County, North Carolina",0500000US37195,81617,40.3,41325,31846,515,627,63,8029,5391,35714,31942,19137,12805,32720,334,360,1592,9707,18707,2020,117100,30,0,0,80062,18043,22519,572,40260,61932,13778,389,48947,43889,41640,8026,37,195
"Yadkin County, North Carolina",0500000US37197,37819,43.0,34612,1285,111,22,0,4010,1222,17242,15287,11670,3617,8567,75,187,480,1864,5348,613,126900,19,15,26,37484,7112,21820,237,38623,29592,6107,156,22636,20650,19575,2689,37,197
"Yancey County, North Carolina",0500000US37199,17599,46.3,16991,206,76,36,5,857,148,11072,7479,5627,1852,4318,126,76,192,970,2753,201,140500,16,0,12,17413,3713,21508,83,36993,12112,4804,150,10110,9622,8866,1720,37,199
"Adams County, North Dakota",0500000US38001,2348,45.1,2203,24,53,38,0,20,15,1369,1030,776,254,513,3,5,0,60,340,105,124000,4,0,0,2292,241,32594,58,53295,1394,896,13,1346,1273,1159,374,38,001
"Barnes County, North Dakota",0500000US38003,11033,43.5,10405,88,217,40,14,202,86,5754,5070,3433,1637,2651,17,58,109,707,1475,285,96700,2,0,7,10495,1025,34244,211,55778,8138,2689,99,6527,6378,5463,1429,38,003
"Benson County, North Dakota",0500000US38005,6802,30.8,2885,0,3756,7,4,166,0,2989,2257,1419,838,2776,97,217,427,998,942,95,65400,5,3,1,6770,2270,20561,64,41530,6052,695,23,3649,3567,3025,479,38,005
"Billings County, North Dakota",0500000US38007,936,45.8,891,8,11,0,0,30,8,524,405,280,125,207,8,12,0,39,137,11,167200,6,0,0,936,103,40549,31,67969,701,215,4,604,586,526,153,38,007
"Bottineau County, North Dakota",0500000US38009,6650,45.2,6239,56,187,18,0,141,29,4387,3047,2297,750,1329,24,4,38,324,811,128,128000,1,0,0,6321,569,32661,122,55958,4645,1819,31,3872,3774,3236,736,38,009
"Bowman County, North Dakota",0500000US38011,3238,42.6,3090,4,41,0,0,154,76,1730,1404,1064,340,693,10,4,3,130,403,143,145700,0,0,9,3167,242,34388,69,62955,2114,1091,8,1812,1721,1572,374,38,011
"Burke County, North Dakota",0500000US38013,2239,38.6,2166,10,34,1,0,79,7,1404,1001,716,285,612,13,8,7,112,445,27,116400,0,0,0,2239,265,35857,59,65521,1519,620,28,1295,1242,1124,253,38,013
"Burleigh County, North Dakota",0500000US38015,90560,36.7,83296,1142,3404,689,51,1791,270,39774,38005,26227,11778,22482,174,274,541,4306,14157,3030,220800,74,16,59,87176,6745,36093,2266,66057,66492,21629,541,56932,54747,47839,17809,38,015
"Cass County, North Dakota",0500000US38017,166852,32.0,148944,6371,1813,4640,8,4018,840,75400,70841,36679,34162,65680,212,252,1716,10227,42982,10291,183800,94,20,20,162103,19089,32485,3513,54926,94917,60368,823,112132,102356,85965,34253,38,017
"Cavalier County, North Dakota",0500000US38019,3867,50.3,3710,5,38,10,0,50,50,2316,1788,1481,307,522,15,26,79,163,144,95,90500,11,0,8,3764,198,39779,106,65645,3207,561,62,2071,2001,1805,411,38,019
"Dickey County, North Dakota",0500000US38021,5160,43.2,4990,76,44,21,0,172,2,2655,2192,1582,610,1077,12,9,35,119,784,118,105500,2,0,0,4871,417,28843,82,55882,2625,2414,30,2890,2730,2411,756,38,021
"Divide County, North Dakota",0500000US38023,2369,50.3,2239,16,21,35,0,8,0,1467,1059,860,199,369,8,4,20,77,230,30,115800,0,0,0,2290,215,41063,87,62470,1708,533,28,1335,1275,1216,345,38,023
"Dunn County, North Dakota",0500000US38025,4284,39.9,3626,40,423,19,13,122,42,2450,1548,1206,342,904,45,20,49,185,446,159,162700,22,1,6,4177,490,40102,165,66964,2613,1581,3,2593,2400,2256,476,38,025
"Eddy County, North Dakota",0500000US38027,2370,46.6,2173,0,121,0,7,43,7,1320,1043,756,287,456,4,0,11,133,266,42,70900,0,0,0,2277,306,33785,45,55489,1831,507,0,1332,1289,1197,308,38,027
"Emmons County, North Dakota",0500000US38029,3426,51.1,3309,0,3,45,0,0,0,2083,1520,1276,244,412,35,1,37,133,180,26,84900,6,2,0,3371,403,29467,74,45472,2897,469,15,1744,1641,1543,326,38,029
"Foster County, North Dakota",0500000US38031,3345,46.7,3256,2,36,12,0,39,2,1809,1500,1064,436,734,16,1,15,215,388,99,110400,0,7,0,3272,306,30310,34,55625,2520,765,17,1887,1788,1648,404,38,031
"Golden Valley County, North Dakota",0500000US38033,1895,41.0,1819,0,9,0,0,34,1,1006,836,556,280,611,12,4,53,223,253,66,115700,0,0,6,1843,175,26536,27,37014,998,881,14,1070,1057,907,210,38,033
"Grand Forks County, North Dakota",0500000US38035,69793,29.5,61670,1999,1721,1683,48,2656,590,31288,28991,14547,14444,28762,97,209,630,3945,19382,4499,168900,9,4,0,65073,11507,29376,1107,50652,39308,26722,913,47700,44546,32436,11293,38,035
"Grant County, North Dakota",0500000US38037,2369,53.6,2294,7,37,4,0,15,10,1706,1108,929,179,334,5,11,25,64,165,64,80600,12,0,4,2321,315,32200,61,45978,1780,549,12,1297,1239,1174,260,38,037
"Griggs County, North Dakota",0500000US38039,2311,51.9,2230,28,24,0,0,10,4,1410,1045,742,303,547,16,5,130,106,197,93,85800,9,0,1,2214,161,31866,44,50250,1894,381,11,1200,1172,1051,221,38,039
"Hettinger County, North Dakota",0500000US38041,2639,48.6,2504,8,44,0,11,73,0,1463,1109,927,182,375,19,8,10,100,215,23,106000,0,0,4,2480,207,31074,47,55230,1939,665,2,1390,1339,1254,193,38,041
"Kidder County, North Dakota",0500000US38043,2419,45.9,2362,0,3,5,0,123,45,1706,1083,835,248,463,32,4,18,83,305,21,100100,2,0,2,2419,170,36779,82,58527,1904,436,36,1491,1374,1278,272,38,043
"LaMoure County, North Dakota",0500000US38045,4111,48.2,4037,6,13,0,0,36,6,2228,1810,1434,376,802,32,3,11,283,418,55,87300,12,0,8,4003,384,36493,112,55900,3151,930,0,2233,2053,1948,481,38,045
"Logan County, North Dakota",0500000US38047,1939,52.6,1905,1,7,5,0,29,1,1181,878,734,144,264,3,3,55,58,113,32,72300,6,0,0,1861,130,33272,46,55068,1547,361,7,1009,911,901,150,38,047
"McHenry County, North Dakota",0500000US38049,5912,42.4,5739,9,40,7,0,142,10,3062,2614,2143,471,891,4,14,36,212,535,90,118100,4,0,0,5823,583,36072,130,60741,4563,1225,42,3389,3300,2959,705,38,049
"McIntosh County, North Dakota",0500000US38051,2737,52.6,2645,4,3,30,0,42,0,1858,1303,1031,272,402,7,18,12,109,214,42,67900,29,0,0,2622,253,30620,44,43650,1978,678,5,1366,1290,1245,296,38,051
"McKenzie County, North Dakota",0500000US38053,10718,31.3,8729,105,1532,30,0,663,85,4622,3617,2138,1479,4503,97,187,146,705,2292,1076,202800,6,2,16,10625,1361,37938,384,78179,5690,4926,8,6624,6076,5552,1356,38,053
"McLean County, North Dakota",0500000US38055,9576,46.6,8677,12,677,11,0,215,58,5908,4292,3412,880,1678,43,40,95,345,1127,28,150300,29,0,0,9371,923,34218,152,59976,7220,2232,21,5446,5318,4891,974,38,055
"Mercer County, North Dakota",0500000US38057,8671,44.5,8254,81,212,35,0,210,52,4667,3675,3042,633,1222,26,22,117,194,681,182,152200,14,0,1,8500,634,34194,131,73801,6174,2350,65,5272,5095,4657,1052,38,057
"Morton County, North Dakota",0500000US38059,29633,37.5,27565,200,1020,37,0,710,141,13733,12673,9306,3367,6159,4,107,370,1446,3359,873,173400,29,52,0,29057,2521,34715,471,63549,22585,6313,496,18591,17776,16216,4504,38,059
"Mountrail County, North Dakota",0500000US38061,9675,35.2,6359,19,2784,68,0,620,123,4722,3161,2188,973,2836,122,58,133,857,1368,298,161400,4,0,15,9548,1122,39285,321,68082,6655,2799,47,6025,5645,5061,1220,38,061
"Nelson County, North Dakota",0500000US38063,3032,52.6,2978,25,17,0,0,73,0,1911,1517,1150,367,533,24,1,27,63,288,130,77500,0,0,0,2946,253,33895,77,51280,2283,711,12,1637,1627,1462,300,38,063
"Oliver County, North Dakota",0500000US38065,1768,49.2,1640,9,86,2,0,28,3,954,760,647,113,262,4,7,13,81,113,44,125600,5,0,0,1753,72,35524,21,66196,1467,291,5,987,970,888,174,38,065
"Pembina County, North Dakota",0500000US38067,7136,48.1,6752,18,175,15,0,234,65,3867,3273,2503,770,1399,21,10,94,271,729,274,80200,4,0,5,6932,415,32779,141,56813,5139,1508,195,4116,3901,3658,798,38,067
"Pierce County, North Dakota",0500000US38069,4373,46.9,4251,52,38,0,0,35,4,2337,2032,1480,552,1012,17,14,37,364,419,161,102900,46,0,0,4193,766,27926,71,43086,3591,751,20,2508,2490,2163,358,38,069
"Ramsey County, North Dakota",0500000US38071,11578,42.7,9978,4,1217,53,0,269,33,5772,5004,3142,1862,3326,27,12,136,1065,1908,178,112100,0,9,0,11112,1217,30372,108,50776,9430,1989,67,6847,6666,5840,1375,38,071
"Ransom County, North Dakota",0500000US38073,5457,44.8,5293,25,20,21,0,93,0,2668,2350,1586,764,1508,53,46,41,345,975,48,113600,0,0,8,5303,487,30822,79,57088,3900,1441,34,3084,2962,2711,547,38,073
"Renville County, North Dakota",0500000US38075,2573,39.2,2471,17,13,24,0,97,12,1279,1011,771,240,529,15,0,22,109,276,107,120400,0,0,0,2514,169,31646,47,65927,1820,648,27,1493,1451,1297,249,38,075
"Richland County, North Dakota",0500000US38077,16329,38.2,15305,83,437,34,6,411,115,7622,6677,4757,1920,3548,69,3,117,611,2473,275,109000,5,0,8,15133,1501,28534,125,58125,7357,8691,49,10274,9911,7909,1809,38,077
"Rolette County, North Dakota",0500000US38079,14607,30.3,2812,81,11365,39,0,53,13,5492,4786,3249,1537,4358,35,89,220,1563,2008,443,73900,9,0,4,14301,4523,17744,95,37313,12819,1657,37,8156,8068,6738,1636,38,079
"Sargent County, North Dakota",0500000US38081,3889,45.3,3715,65,27,9,0,115,38,2058,1775,1311,464,938,13,26,36,173,599,91,83000,4,0,0,3820,221,33072,49,57472,1962,1803,15,2338,2207,2006,441,38,081
"Sheridan County, North Dakota",0500000US38083,1395,51.3,1362,0,3,0,0,15,11,869,686,541,145,295,8,2,22,186,57,20,71800,1,10,2,1388,235,31244,23,48375,1069,311,9,802,782,736,126,38,083
"Sioux County, North Dakota",0500000US38085,4431,26.9,567,2,3717,4,2,163,20,1333,1101,458,643,2707,45,228,449,1199,719,67,74300,0,0,7,4337,1646,15338,25,39539,3590,811,5,2440,2217,1977,333,38,085
"Slope County, North Dakota",0500000US38087,665,52.1,622,32,0,0,0,2,0,440,306,257,49,102,3,0,2,61,30,6,117800,9,0,7,665,67,36168,14,58750,477,188,0,367,360,351,122,38,087
"Stark County, North Dakota",0500000US38089,29837,34.5,27560,487,257,413,28,1498,432,13412,11570,7644,3926,8171,27,143,169,1471,4868,1493,222200,13,32,29,29029,1961,37681,789,76817,17561,10911,183,18703,17530,15676,4167,38,089
"Steele County, North Dakota",0500000US38091,1969,49.8,1958,0,0,0,0,42,11,1244,943,737,206,394,13,1,16,215,137,12,73600,0,0,0,1936,119,36802,39,58603,1592,333,13,1124,1098,997,275,38,091
"Stutsman County, North Dakota",0500000US38093,21108,40.2,19822,205,287,104,18,450,171,10065,9146,5985,3161,5455,62,57,195,1008,3378,755,120500,10,0,0,19520,2108,30623,292,53685,15889,4789,47,13127,12515,10858,3107,38,093
"Towner County, North Dakota",0500000US38095,2292,47.8,2020,0,81,7,0,53,5,1331,982,755,227,445,0,22,27,75,284,37,70300,0,0,1,2255,317,33785,54,53929,1784,459,2,1146,1125,1071,234,38,095
"Traill County, North Dakota",0500000US38097,8075,41.0,7683,75,76,20,9,255,83,3810,3310,2448,862,1621,5,39,198,381,802,196,115300,23,0,11,7648,637,31188,109,55764,5461,2425,56,4750,4575,3948,1189,38,097
"Walsh County, North Dakota",0500000US38099,10995,45.2,10019,34,231,73,0,1183,506,5569,4841,3594,1247,2216,78,30,70,723,1124,191,81300,3,0,5,10725,1134,30266,167,51181,8548,1952,64,6244,5690,5418,974,38,099
"Ward County, North Dakota",0500000US38101,68954,31.1,60884,2335,1125,882,90,3597,1034,31257,26772,16205,10567,23374,159,76,653,3002,15990,3494,207600,56,13,6,66562,4889,32395,1037,63037,38431,26548,1241,44822,42076,34282,9708,38,101
"Wells County, North Dakota",0500000US38103,4179,51.8,4095,0,15,0,0,37,8,2516,2026,1629,397,661,20,5,94,199,338,5,74900,0,0,2,4099,214,30260,38,50685,3289,838,12,2175,2137,1918,488,38,103
"Williams County, North Dakota",0500000US38105,31643,32.0,27732,891,854,106,27,1681,567,16337,12390,7980,4410,9796,16,54,222,1165,6957,1382,224000,80,0,19,30903,3033,45442,1314,90080,17381,12872,475,20436,19413,17443,4143,38,105
"Adams County, Ohio",0500000US39001,28111,42.1,27298,100,122,49,0,147,17,12782,10885,7467,3418,8548,54,172,419,2000,5430,473,94300,0,0,10,27657,6770,18901,77,34709,22537,5359,35,16604,16392,14497,1681,39,001
"Allen County, Ohio",0500000US39003,104664,38.2,87249,12448,239,759,0,2874,703,44850,40039,26597,13442,32021,340,414,930,7006,19886,3445,107500,38,0,71,100683,16228,23600,881,45575,85354,17608,422,63569,61856,52658,9615,39,003
"Ashland County, Ohio",0500000US39005,53343,40.0,51722,358,24,317,0,630,186,22104,20391,14571,5820,14113,158,200,445,3403,9020,887,120700,0,0,9,51027,7859,22604,280,48509,44910,7086,214,31871,30145,26014,5213,39,005
"Ashtabula County, Ohio",0500000US39007,99175,42.2,92247,3426,183,446,36,3843,479,45850,38800,27737,11063,25945,357,432,907,7944,14185,2120,104700,52,27,43,95570,18735,20978,331,41158,77668,19125,986,59626,55999,51677,6891,39,007
"Athens County, Ohio",0500000US39009,65103,28.2,59238,1609,178,2039,22,1191,321,26370,22328,12516,9812,23269,169,163,1106,3495,14312,4024,113900,86,11,17,55368,17301,18602,386,34221,46984,14743,473,47787,44897,28246,8560,39,009
"Auglaize County, Ohio",0500000US39011,45871,41.2,44499,172,96,276,21,656,280,19679,18231,13717,4514,10159,127,128,569,2563,5844,928,138700,24,6,19,45200,3973,26690,348,55914,40232,5048,146,26957,26267,23240,4548,39,011
"Belmont County, Ohio",0500000US39013,69228,44.1,64723,2836,204,263,0,573,273,32119,27732,20520,7212,14577,375,200,1096,4959,6864,1083,94300,18,0,18,65224,9839,24533,582,44719,36360,31898,218,42948,42101,37707,6915,39,013
"Brown County, Ohio",0500000US39015,44059,41.1,42800,424,62,92,2,360,130,19599,17047,12789,4258,10464,64,104,467,2617,5877,1335,116500,48,0,84,43108,7179,23776,359,47999,34823,8829,117,26396,25938,22980,3195,39,015
"Butler County, Ohio",0500000US39017,373638,36.5,320711,29293,758,9934,223,16338,3611,149418,135100,92855,42245,107293,771,1080,4197,22887,64048,14310,159800,135,51,122,361674,49134,28556,6404,59652,261817,89027,2637,233977,216393,188530,58427,39,017
"Carroll County, Ohio",0500000US39019,28108,44.7,27311,214,30,92,9,329,84,13543,10871,8655,2216,5486,206,85,337,1373,3246,239,113300,90,18,20,27717,3873,25093,268,48545,23978,3789,101,16719,16189,14618,1783,39,019
"Champaign County, Ohio",0500000US39021,39175,41.6,36965,666,38,194,36,583,178,16684,15162,11086,4076,10043,37,275,580,2245,5874,1032,124400,15,0,36,38229,4279,24715,189,53673,32839,5843,138,23553,23113,20110,3600,39,021
"Clark County, Ohio",0500000US39023,136175,41.2,117716,11204,288,933,96,4222,1284,61143,54681,35768,18913,45915,425,613,1271,9840,27670,6096,103200,66,7,7,132847,23792,23992,962,44154,107193,25375,930,80686,77463,68584,12652,39,023
"Clermont County, Ohio",0500000US39025,201092,39.7,191898,2682,391,2190,77,3460,712,81711,75236,55391,19845,46551,647,352,1514,10056,29173,4809,159100,96,32,58,199067,20968,30060,3436,61265,149324,46272,1336,124214,119964,107978,31599,39,025
"Clinton County, Ohio",0500000US39027,41854,39.4,39547,994,56,130,11,661,135,18060,16077,10313,5764,13767,110,103,385,3435,8000,1734,121700,6,13,0,40597,6169,23612,279,48675,34629,6563,202,25422,24921,21372,3732,39,027
"Columbiana County, Ohio",0500000US39029,105230,43.4,100017,2386,156,292,0,1560,706,46591,41782,29973,11809,27433,405,544,1116,7381,15623,2364,104100,81,0,48,101206,15946,23785,771,45389,81579,21985,495,64083,62437,56068,8166,39,029
"Coshocton County, Ohio",0500000US39031,36665,41.2,35539,378,64,127,0,342,15,16358,14397,10758,3639,8618,219,194,313,2582,4649,661,97100,25,0,0,36173,5058,21521,106,43380,32803,3521,139,21519,19769,18728,2294,39,031
"Crawford County, Ohio",0500000US39033,42485,42.9,41167,269,14,176,7,603,145,20013,17657,12331,5326,12578,149,145,410,3119,7809,946,85200,10,0,0,41775,6566,22631,204,40563,35726,6153,199,24769,24388,21424,2848,39,033
"Cuyahoga County, Ohio",0500000US39035,1258710,40.4,795889,374396,3273,35166,279,68117,16432,618673,534559,315085,219474,460378,7485,7278,18634,110738,267572,48671,122200,825,363,542,1232253,227740,29143,23131,45289,922717,225775,22399,779609,688317,664301,221701,39,035
"Darke County, Ohio",0500000US39037,52185,42.0,50964,389,132,174,0,743,90,22716,20831,15031,5800,13598,272,345,573,2870,7936,1602,112100,104,18,19,51361,6344,23589,260,47043,42065,9530,91,29880,29182,25906,3595,39,037
"Defiance County, Ohio",0500000US39039,38488,39.9,35301,734,139,162,9,3661,1336,16712,15378,11488,3890,8882,73,117,176,1967,5155,1394,109400,16,37,0,37701,5129,24703,273,50822,28416,9144,233,22969,21895,19429,3316,39,039
"Delaware County, Ohio",0500000US39041,188996,38.0,167734,6625,115,9679,60,4546,989,69557,66544,54052,12492,29088,35,181,779,5872,19402,2819,267600,305,40,111,186236,9034,42985,8850,94234,131384,43901,1388,114972,104903,101049,56532,39,041
"Erie County, Ohio",0500000US39043,75808,44.5,65526,6066,363,437,86,3050,687,37715,31731,21975,9756,21720,217,529,834,6049,12319,1772,130900,35,22,30,74772,9584,28684,874,48276,60964,12895,357,45066,43489,38815,8925,39,043
"Fairfield County, Ohio",0500000US39045,150163,39.3,133694,10133,199,1994,31,2987,641,59609,55138,39239,15899,38838,372,314,1239,8467,24109,4337,164400,131,11,53,147210,15010,28746,2020,61473,117249,28230,710,91641,88246,78917,22607,39,045
"Fayette County, Ohio",0500000US39047,28719,41.3,27064,565,19,216,0,539,181,12671,11666,7171,4495,11101,116,55,664,2110,6991,1165,107100,0,0,2,28041,5207,22728,251,41954,24901,3326,73,17121,16600,14959,2348,39,047
"Franklin County, Ohio",0500000US39049,1232118,33.9,841819,267515,2047,56170,522,62758,18065,540779,489010,260835,228175,535349,2908,4232,12477,110793,342460,62479,153100,830,120,243,1203356,205186,30098,22542,54037,824310,275236,11000,806814,699808,678496,273830,39,049
"Fulton County, Ohio",0500000US39051,42466,40.0,40024,218,56,173,16,3502,1407,17367,16240,12660,3580,8440,47,122,493,1859,4648,1271,131100,63,0,0,41932,4688,27010,336,55860,33440,8235,140,25149,23911,21662,4154,39,051
