NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Lowndes County, Georgia",0500000US13185,113898,29.9,66019,41468,182,2120,44,6055,1716,45711,39809,20368,19441,52467,613,725,1128,9799,33544,6658,133700,32,24,13,109841,27436,20428,878,38915,70681,36465,1949,74400,68897,53663,13143,13,185
"Lumpkin County, Georgia",0500000US13187,31094,36.8,29407,595,235,118,0,1430,181,13089,11255,7227,4028,10099,156,16,122,1539,6992,1274,171900,0,0,0,29697,6426,21814,328,40634,18846,11035,127,20214,18957,14392,3880,13,187
"McDuffie County, Georgia",0500000US13189,21558,38.1,11926,8796,0,49,134,601,385,9257,8067,4970,3097,8132,56,26,369,2052,4802,827,101100,19,0,0,21248,5537,19497,130,37021,16993,3725,249,12605,12040,10819,1691,13,189
"McIntosh County, Georgia",0500000US13191,13941,48.0,8612,4898,25,25,17,195,151,9289,5207,4116,1091,3323,13,148,103,802,2044,213,110200,41,0,0,13847,2788,23826,70,45248,9481,3943,226,8559,8261,7488,843,13,191
"Macon County, Georgia",0500000US13193,13846,40.1,4822,8188,67,233,1,556,392,6049,4546,2822,1724,4420,93,60,510,1112,2131,514,69800,0,0,1,11970,3897,14039,27,28285,11236,2182,70,9057,8206,7585,591,13,193
"Madison County, Georgia",0500000US13195,28362,40.4,24028,2468,113,339,0,1315,967,11762,10348,7567,2781,8263,120,61,180,2442,4632,828,122800,26,36,0,28081,4520,21883,255,45063,21924,5179,171,17299,16129,14905,2383,13,195
"Marion County, Georgia",0500000US13197,8646,41.6,5129,3126,0,15,52,141,169,4112,3021,2206,815,2153,0,58,99,494,1274,228,103300,13,0,0,8526,2151,17522,13,35484,6456,1879,105,5218,4922,4535,474,13,197
"Meriwether County, Georgia",0500000US13199,21195,42.3,12066,8464,24,135,0,189,168,9879,7982,5325,2657,6641,45,62,499,1311,4201,523,88400,4,0,18,20844,4943,19626,194,34989,17656,3216,195,12560,12342,10805,1070,13,199
"Miller County, Georgia",0500000US13201,5911,40.3,4064,1796,38,0,0,6,6,2749,2251,1538,713,2072,51,10,166,288,1400,157,89400,0,0,0,5731,1441,21093,74,36463,4691,1145,69,3372,3366,2904,376,13,201
"Mitchell County, Georgia",0500000US13205,22778,37.9,11212,10842,37,95,6,998,274,8948,8041,5321,2720,6822,134,162,535,2001,3615,375,78300,0,0,11,20378,6085,15027,47,31111,19012,3136,30,13964,13388,11960,1294,13,205
"Monroe County, Georgia",0500000US13207,27044,42.8,19801,6463,52,247,0,628,212,10940,9589,7224,2365,5879,92,12,336,2088,2713,638,157900,61,9,0,25808,3419,29053,467,50625,20078,6198,176,16816,15876,14453,3612,13,207
"Montgomery County, Georgia",0500000US13209,9005,38.7,6222,2368,33,31,0,574,276,3903,3149,2264,885,2247,45,31,117,704,1212,138,75600,1,0,4,8234,1879,19131,75,38111,6991,1495,31,5645,5123,4600,659,13,209
"Morgan County, Georgia",0500000US13211,17943,44.1,13309,4239,10,7,0,556,87,7520,6648,4976,1672,4871,142,169,129,1238,2455,738,190100,84,0,20,17739,2354,26298,212,54506,13261,4255,105,10568,10197,9046,1886,13,211
"Murray County, Georgia",0500000US13213,39358,37.4,38067,387,21,164,0,5496,400,15780,14266,9379,4887,13847,75,56,610,3512,8235,1359,93700,48,0,16,38847,7315,17856,93,38136,26601,9498,267,24220,21092,20703,2159,13,213
"Muscogee County, Georgia",0500000US13215,200303,33.6,90769,90256,699,4783,395,14805,5275,83921,73449,35639,37810,96294,1314,816,2539,16283,63712,11630,138600,95,59,102,191291,40006,23747,2334,42661,106734,76658,5880,126963,114461,104241,27125,13,215
"Newton County, Georgia",0500000US13217,103901,36.1,54902,44682,392,1063,0,5097,487,38414,35090,23930,11160,33777,244,104,737,7647,21189,3856,117900,51,31,75,102205,17415,22478,631,51068,65436,30777,1406,63399,58838,53524,11149,13,217
"Oconee County, Georgia",0500000US13219,35071,39.8,31250,2056,24,1346,2,1630,102,13121,12288,9984,2304,5979,16,105,91,1245,4017,505,242000,104,0,19,34807,2485,37054,1188,75946,20411,11815,627,20881,18949,18191,8987,13,219
"Oglethorpe County, Georgia",0500000US13221,14743,42.3,11598,2464,20,79,0,590,201,6488,5723,4263,1460,3789,41,30,144,976,2340,258,113600,26,0,16,14586,2612,20987,37,44403,10537,3729,134,8919,8528,7897,1420,13,221
"Paulding County, Georgia",0500000US13223,149830,35.4,115242,27438,304,1498,100,8434,2040,53398,50017,39269,10748,31862,377,68,600,4425,23193,3199,140600,86,0,0,148725,15974,25655,1200,60971,83108,56946,2024,93826,87006,80811,21140,13,223
"Peach County, Georgia",0500000US13225,26907,34.9,12933,12179,22,301,19,1950,1233,11287,9966,6596,3370,7937,123,17,216,2045,5067,469,124500,0,0,0,24770,5206,20746,75,41128,18936,6307,226,17457,15624,13207,2546,13,225
"Pickens County, Georgia",0500000US13227,29992,44.8,28732,359,12,174,12,913,246,13706,11377,8715,2662,7309,36,19,177,1459,4783,835,181100,35,19,25,29764,3058,28637,440,56769,18515,10394,187,17668,16980,15626,3519,13,227
"Pierce County, Georgia",0500000US13229,19030,38.9,16442,1572,64,49,0,970,373,7971,6947,5294,1653,4327,88,44,230,992,2374,599,98100,0,20,0,18881,3764,23470,112,42730,14273,4245,46,11234,10619,9870,1229,13,229
"Pike County, Georgia",0500000US13231,17843,39.4,15693,1872,0,83,0,256,27,6816,6026,5058,968,2905,13,8,117,436,2075,256,154200,0,0,16,17482,2120,23783,150,50819,13607,4023,51,10793,10607,9373,1600,13,231
"Polk County, Georgia",0500000US13233,41263,37.4,31671,5069,59,241,11,5287,3403,16922,14868,9985,4883,12935,175,291,432,3245,7696,1096,98000,65,20,9,40849,8229,21582,241,39356,30956,7302,95,24324,21152,20885,2753,13,233
"Pulaski County, Georgia",0500000US13235,11460,41.4,7230,3873,0,0,0,538,136,4697,3829,2224,1605,4424,16,175,98,1302,2210,623,114100,0,0,0,9859,2342,17587,16,38880,8516,2673,101,7262,6977,6290,714,13,235
"Putnam County, Georgia",0500000US13237,21259,45.3,14377,5564,8,93,0,1382,875,12750,8322,6165,2157,5254,62,35,395,673,3202,887,156000,53,13,13,20990,3727,25164,222,45762,14439,5468,137,12570,11232,10897,1900,13,237
"Quitman County, Georgia",0500000US13239,2095,48.1,1031,1025,10,12,5,21,0,2035,916,678,238,562,13,26,49,133,286,55,69700,0,0,5,2095,538,18499,6,29773,1043,1018,0,1156,1139,1043,79,13,239
"Rabun County, Georgia",0500000US13241,16312,48.4,15051,346,65,111,0,1308,528,12451,6629,4822,1807,4274,27,44,123,1154,2688,238,158800,57,45,45,16037,3491,24374,180,38277,8670,6547,157,9260,8252,8031,1811,13,241
"Randolph County, Georgia",0500000US13243,7224,41.4,2566,4518,0,132,0,40,3,3586,2819,1624,1195,2967,207,24,66,479,1866,325,71600,0,0,0,7041,2018,26198,57,30358,5642,1380,29,4111,3924,3479,483,13,243
"Richmond County, Georgia",0500000US13245,201418,33.5,77645,112308,659,3392,467,9333,2224,87290,72470,38092,34378,90870,1393,1321,3324,17785,56702,10345,100600,48,18,94,192485,48495,20956,1306,38595,121596,67366,5408,128334,119944,104437,22394,13,245
"Rockdale County, Georgia",0500000US13247,87569,37.5,38222,44299,91,1736,203,8774,1236,33299,29940,20309,9631,29343,78,46,638,4049,20685,3847,143100,0,0,40,86594,14863,23003,639,51072,47012,31035,1109,53937,47797,45804,12889,13,247
"Schley County, Georgia",0500000US13249,5089,38.3,3600,1371,0,0,0,243,75,2183,1895,1260,635,1776,5,35,76,569,920,171,99300,0,0,0,5089,1113,21202,36,41227,4125,862,20,2939,2818,2531,398,13,249
"Screven County, Georgia",0500000US13251,14114,40.5,7901,5881,51,31,0,246,29,6648,5214,3613,1601,3871,36,43,42,1071,2262,417,77800,5,0,0,13701,3425,19801,108,35047,11506,2359,106,8548,8348,7244,1126,13,251
"Seminole County, Georgia",0500000US13253,8696,45.2,5428,2980,0,35,0,257,166,4785,3312,2463,849,2531,6,30,177,821,1469,28,76800,0,0,11,8590,1639,21484,42,35410,6662,1908,6,4927,4830,4215,649,13,253
"Spalding County, Georgia",0500000US13255,64006,38.5,40309,21101,284,616,14,2789,728,27005,22914,13986,8928,25561,271,263,842,6351,16042,1792,110300,68,0,28,62777,14798,19899,396,40548,47923,13621,255,37971,36263,32431,4996,13,255
"Stephens County, Georgia",0500000US13257,25584,41.2,21550,3234,45,108,0,754,445,12522,9189,6564,2625,6904,159,61,236,1746,4255,447,95900,0,0,0,24920,4995,20125,150,37088,18537,6370,139,15180,14591,12414,2287,13,257
"Stewart County, Georgia",0500000US13259,5791,37.3,1689,2751,18,135,0,1296,1061,2340,1775,1109,666,1451,25,119,121,773,356,57,52200,0,0,0,4023,1666,13883,8,20882,3389,694,21,4067,2843,3322,362,13,259
"Sumter County, Georgia",0500000US13261,31070,35.0,13095,16159,70,388,0,1640,775,13833,11698,6528,5170,12504,154,332,554,2511,7554,1399,86900,8,0,55,28997,9749,18487,179,33534,24786,5201,109,18919,17608,14707,2845,13,261
"Talbot County, Georgia",0500000US13263,6373,47.9,2672,3648,4,29,0,141,5,3362,2729,2229,500,1178,74,45,189,173,601,96,75000,3,0,6,6318,1307,20366,30,36957,5282,943,86,3944,3833,3415,458,13,263
"Taliaferro County, Georgia",0500000US13265,1904,44.0,668,1219,0,8,0,81,5,1081,748,516,232,597,36,0,23,323,130,85,57000,0,0,0,1890,593,15469,0,28152,1629,207,3,1185,1130,1012,81,13,265
"Tattnall County, Georgia",0500000US13267,25260,36.6,15347,7365,94,53,0,2746,1729,9863,7899,5285,2614,6479,75,112,112,1645,3803,732,85600,12,0,0,19108,5290,15632,132,35578,17659,6200,496,16822,14819,14506,1653,13,267
"Taylor County, Georgia",0500000US13269,8354,42.7,4866,3259,0,62,0,187,142,4496,3368,2316,1052,2745,28,58,274,541,1769,75,60200,11,0,0,8136,2310,17321,68,27114,7140,1057,55,5065,4854,4219,473,13,269
"Telfair County, Georgia",0500000US13271,16405,39.6,9482,6623,4,2,0,2378,237,7202,5110,3141,1969,5073,165,233,324,1836,2391,124,57700,0,0,0,12583,3611,12440,14,27657,11899,2316,122,10967,8657,9803,864,13,271
"Terrell County, Georgia",0500000US13273,9132,41.2,3339,5697,3,21,0,236,28,4167,3312,1957,1355,4473,60,160,219,1496,2131,407,86500,0,0,12,8793,3053,17246,43,30438,7757,1304,17,5283,5252,4524,495,13,273
"Thomas County, Georgia",0500000US13275,44977,39.6,27206,16199,28,335,0,1546,211,20323,17269,10460,6809,17350,169,236,495,4336,10137,1977,126500,111,0,11,44017,9377,22178,429,38241,30766,12421,533,26651,25182,23034,4507,13,275
"Tift County, Georgia",0500000US13277,40691,35.2,26005,11953,44,557,15,4526,1501,16415,14451,8328,6123,16974,56,151,968,4803,9483,1513,118300,42,25,0,38716,10638,20642,403,37613,31532,6444,103,25002,21924,20072,3534,13,277
"Toombs County, Georgia",0500000US13279,27160,35.6,17466,6860,0,257,0,3089,1937,12074,10376,6340,4036,9822,57,114,728,2772,4666,1485,93600,5,0,0,26796,7117,20309,234,33081,20676,4686,125,15643,13652,13338,2301,13,279
"Towns County, Georgia",0500000US13281,10976,53.0,10595,137,84,17,0,258,28,7915,4611,3664,947,1976,17,11,24,441,1396,87,189400,63,9,10,10139,1528,21671,53,39321,5343,5273,57,5880,5639,4450,931,13,281
"Treutlen County, Georgia",0500000US13283,6711,40.3,4590,2085,0,0,0,116,16,3243,2586,1803,783,1928,55,54,51,530,1106,132,71300,0,23,0,6341,1184,21307,49,40204,5336,1273,19,4079,3951,3441,561,13,283
"Troup County, Georgia",0500000US13285,69314,36.2,41555,24028,54,1241,10,2514,847,28282,24619,14204,10415,28779,198,368,622,8390,17609,1592,120300,0,54,13,67495,14388,21942,698,42545,47608,18488,419,42280,39699,35043,6864,13,285
"Turner County, Georgia",0500000US13287,8151,39.2,4559,3301,16,112,0,361,95,3838,3071,2141,930,2533,0,29,122,643,1418,321,73000,0,0,0,7802,2157,17149,23,34667,6602,1176,22,4662,4350,4002,425,13,287
"Twiggs County, Georgia",0500000US13289,8363,45.7,4638,3566,17,1,0,41,0,4190,2887,2306,581,1614,122,144,206,327,620,195,58600,0,0,0,8259,2504,18255,13,31625,7423,850,0,5111,5048,4251,505,13,289
"Union County, Georgia",0500000US13291,22033,53.6,21373,143,174,168,0,636,67,14248,8873,6941,1932,4638,26,97,46,1969,1827,673,185400,29,0,17,21515,2822,23603,116,41686,10455,10712,393,11506,11094,10228,1969,13,291
"Upson County, Georgia",0500000US13293,26394,41.1,18496,7446,107,177,13,609,0,12114,10078,6744,3334,8751,209,215,280,2438,4961,648,83600,11,0,0,25758,5910,19511,135,35699,22056,3777,207,15585,15163,13287,1689,13,293
"Walker County, Georgia",0500000US13295,68143,40.7,63051,2949,235,294,0,1323,423,30082,25581,18278,7303,19311,136,362,579,4224,11304,2706,107500,31,0,2,66549,12273,21588,646,41539,33441,33541,374,41406,40427,36023,5874,13,295
"Walton County, Georgia",0500000US13297,87436,38.9,69320,14627,183,1199,92,3368,740,32636,30048,21795,8253,24503,53,309,347,4673,16017,3104,157400,76,10,1,86071,11365,24141,919,54459,58234,24810,1013,52546,49544,45106,8776,13,297
"Ware County, Georgia",0500000US13299,35671,38.2,23492,10414,201,389,19,1340,728,16411,13847,8506,5341,12881,64,216,323,2456,7894,1928,77100,58,0,44,33166,9310,18396,170,34705,27461,6619,383,21546,20280,18125,2311,13,299
"Warren County, Georgia",0500000US13301,5504,45.0,2067,3299,0,44,7,37,12,2944,2204,1469,735,2041,29,49,187,673,1011,92,62100,4,8,3,5428,1432,18381,19,31875,4853,528,14,3191,3102,2769,406,13,301
"Washington County, Georgia",0500000US13303,20680,40.3,9346,10952,0,80,0,454,82,9050,7381,5153,2228,5927,176,198,456,1412,3178,507,79400,28,0,0,18925,4996,18662,105,37417,17320,2902,112,12706,12337,10863,1434,13,303
"Wayne County, Georgia",0500000US13305,30006,37.9,22401,6155,30,60,0,1819,557,12100,10016,6555,3461,9284,229,184,223,2129,5349,1170,98600,6,0,2,27616,5684,18663,137,39908,21233,7650,277,18207,16918,15754,2198,13,305
"Webster County, Georgia",0500000US13307,2672,39.8,1319,1323,0,0,0,30,30,1365,1025,831,194,394,14,47,29,122,161,21,50700,0,0,0,2659,596,20834,17,37072,2364,288,13,1571,1564,1336,145,13,307
"Wheeler County, Georgia",0500000US13309,7932,38.4,4579,3333,9,0,0,160,0,2594,2065,1362,703,1592,71,29,290,298,852,52,48300,0,0,0,5046,1383,9688,0,27779,6769,1026,16,5562,5366,4663,215,13,309
"White County, Georgia",0500000US13311,28140,44.5,26542,695,19,69,0,835,404,16000,11016,7971,3045,8128,674,61,255,1247,5106,785,155200,24,0,0,27715,5345,22055,169,42264,18254,8904,207,16545,15779,14124,2954,13,311
"Whitfield County, Georgia",0500000US13313,103653,35.1,91573,3964,679,1453,0,34728,4197,39679,34814,22040,12774,37812,90,367,1174,9680,22934,3567,120200,85,0,15,102552,20126,21158,1010,41764,58350,25325,1001,62347,42219,52403,7006,13,313
"Wilcox County, Georgia",0500000US13315,8884,39.3,5517,3179,20,21,0,362,83,3483,2698,1955,743,1904,78,25,83,526,1118,74,67300,11,0,0,6814,1422,14536,7,34071,7058,1599,15,5792,5475,4932,464,13,315
"Wilkes County, Georgia",0500000US13317,9924,44.7,5250,4266,0,76,0,415,290,5147,3975,2697,1278,3300,82,61,298,1150,1419,290,87200,4,0,0,9797,2620,19129,53,33462,8099,1420,51,5642,5348,4763,576,13,317
"Wilkinson County, Georgia",0500000US13319,9312,42.8,5515,3564,10,1,8,236,43,4427,3297,2512,785,2169,41,47,143,553,1187,198,69600,0,0,6,9210,1915,19173,12,38827,8246,935,59,5493,5389,4768,425,13,319
"Worth County, Georgia",0500000US13321,20988,41.0,14471,6167,33,100,0,434,103,9205,7873,5533,2340,6149,132,252,428,1627,3303,407,77800,14,0,0,20807,3837,20068,139,38684,17278,3284,79,12602,12273,10748,1159,13,321
"Hawaii County, Hawaii",0500000US15001,193680,41.8,64255,1213,684,43217,26517,24027,3230,85328,66094,44013,22081,65293,921,1345,3912,17250,35727,6138,306000,904,411,381,190811,35737,25827,2563,53936,111237,57198,3933,116843,95593,101331,28634,15,001
"Honolulu County, Hawaii",0500000US15003,986999,37.4,208830,23334,1464,423405,92920,92635,8448,342982,309548,170220,139328,398462,7481,8622,24408,101140,221350,35461,602700,12863,3556,3987,955262,90359,32194,25872,77161,530070,230763,36005,617290,441743,517382,181020,15,003
"Kalawao County, Hawaii",0500000US15005,91,56.5,29,0,0,22,28,3,2,98,55,2,53,78,9,0,15,17,35,2,-666666666,0,0,0,85,11,45812,0,65625,47,29,4,69,55,63,24,15,005
"Kauai County, Hawaii",0500000US15007,70447,42.0,23222,478,314,24606,6809,7506,317,30388,22430,14204,8226,24673,698,589,2000,7015,12381,1990,493800,820,417,290,69628,6703,28791,1262,68224,39102,18840,1235,42460,32992,37339,10036,15,007
"Maui County, Hawaii",0500000US15009,162456,40.5,57307,846,253,46113,17699,17656,1482,71493,53903,31415,22488,61977,927,1551,2991,17119,34596,4793,528500,1951,561,902,160142,15767,30599,3512,68777,82611,46098,2950,101181,76692,89216,22502,15,009
"Ada County, Idaho",0500000US16001,425798,36.1,388813,5253,2439,10624,648,32905,5692,167739,160398,108274,52124,129959,359,677,2463,28181,84845,13434,200200,366,115,93,417930,51101,30086,7964,58099,194742,200450,4779,265599,240618,228339,86306,16,001
"Adams County, Idaho",0500000US16003,3865,51.7,3711,8,73,0,8,122,19,2635,1655,1315,340,911,33,0,0,84,776,18,160700,0,0,0,3835,561,22741,1,41335,1805,1985,9,2204,2121,1990,452,16,003
"Bannock County, Idaho",0500000US16005,83815,33.0,75560,529,2654,1042,144,6678,1254,33400,30424,20731,9693,24063,173,78,613,3018,16867,3314,146600,24,7,14,81426,14875,22885,585,45216,51144,28766,570,50738,46173,41685,11481,16,005
"Bear Lake County, Idaho",0500000US16007,5928,39.5,5685,46,17,32,3,243,84,3984,2395,1869,526,1258,16,10,60,196,828,148,136700,8,0,0,5857,847,22985,34,46863,3562,2205,9,3148,3059,2738,512,16,007
"Benewah County, Idaho",0500000US16009,9068,46.0,7884,21,825,103,24,300,4,4620,3592,2649,943,2421,47,31,104,547,1378,314,147800,9,0,8,8964,1510,22055,51,42600,3571,5318,30,5114,5017,4455,577,16,009
"Bingham County, Idaho",0500000US16011,45261,33.0,38511,142,2545,466,22,8037,2349,16254,14712,10901,3811,12185,607,201,293,3266,7416,402,143500,53,0,23,44837,6008,20199,251,49943,31022,10831,227,25015,20429,21185,3911,16,011
"Blaine County, Idaho",0500000US16013,21427,42.9,19717,25,9,243,61,4444,1130,15134,8708,5857,2851,6961,50,9,125,1454,4833,490,384800,458,107,406,21392,2707,34330,588,58086,7002,11222,172,13019,10381,11626,4517,16,013
"Boise County, Idaho",0500000US16015,6891,53.1,6531,31,127,27,26,260,16,5356,2994,2433,561,1331,0,13,109,186,896,127,188300,14,0,24,6844,938,28273,68,44591,3054,3645,31,4097,3926,3727,1067,16,015
"Bonner County, Idaho",0500000US16017,41389,47.5,39482,43,257,219,63,1143,235,24570,17109,12489,4620,11078,161,20,370,1956,7150,1421,212100,107,40,44,40670,6092,24507,399,43697,12273,27741,394,24091,23464,21572,4630,16,017
"Bonneville County, Idaho",0500000US16019,108989,32.6,97758,476,399,973,77,13517,6559,40783,37138,26540,10598,27866,178,118,524,5330,17934,3782,157100,83,51,9,107582,13711,24889,1335,52831,63911,38167,814,61771,54396,52715,15055,16,019
"Boundary County, Idaho",0500000US16021,11141,43.4,10445,17,185,44,0,493,84,5253,4393,3119,1274,2909,35,0,241,513,1776,344,174500,33,0,31,10944,1813,22822,152,39279,3890,6828,135,6224,6029,5486,797,16,021
"Butte County, Idaho",0500000US16023,2592,45.0,2537,31,4,0,0,101,14,1293,1061,878,183,447,17,0,3,205,190,32,101300,0,0,14,2548,396,25209,38,39653,1628,905,11,1519,1482,1300,202,16,023
"Camas County, Idaho",0500000US16025,968,40.3,927,0,3,0,0,82,36,815,379,272,107,398,0,0,3,139,250,6,170600,0,0,0,968,192,26544,33,42708,454,468,4,550,500,477,80,16,025
"Canyon County, Idaho",0500000US16027,202782,33.0,180258,842,2059,1685,361,49941,11488,71441,67155,45561,21594,63687,95,496,925,12067,43411,6693,131300,56,17,30,199459,37366,18639,803,44860,101319,84301,1468,116601,94321,97402,17827,16,027
"Caribou County, Idaho",0500000US16029,6813,36.8,6545,13,13,5,0,363,93,3214,2553,2117,436,1316,8,17,23,310,732,226,125900,2,0,0,6674,680,25146,65,57957,3835,2773,37,3707,3546,3269,636,16,029
"Cassia County, Idaho",0500000US16031,23441,31.8,21994,44,140,102,7,6248,810,8440,7717,5491,2226,6405,66,56,201,1372,4115,595,130100,8,0,16,23040,3563,18785,108,46215,14117,6547,136,12683,9194,10596,2020,16,031
"Clark County, Idaho",0500000US16033,960,30.3,893,1,0,0,0,454,40,545,287,169,118,480,0,65,0,162,218,35,103600,0,0,0,960,260,14622,0,32422,431,230,36,536,254,435,63,16,033
"Clearwater County, Idaho",0500000US16035,8528,50.3,8021,18,168,55,32,329,78,4457,3668,2822,846,1692,0,34,89,283,1095,191,129500,8,21,11,7444,972,21316,72,40266,3695,4587,76,5115,4822,4602,793,16,035
